project	dataset	shred	module-name	gene	rank	score	difference	mean	scope	depth	disease	tissue	cell_class	celltype
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Macrophage_CD163hi_MERTKhi|lung	RBM47	35	104.122535	5.558243	8.772531	COVID-19_lung	2	COVID-19	lung	Myeloid	Macrophage CD163hi MERTKhi
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Macrophage_CD163hi_MERTKhi|lung	PDE4B	8	132.039938	6.446231	8.670663	COVID-19_lung	2	COVID-19	lung	Myeloid	Macrophage CD163hi MERTKhi
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Macrophage_CD163hi_MERTKhi|lung	FMN1	13	125.772529	6.173194	8.597678	COVID-19_lung	2	COVID-19	lung	Myeloid	Macrophage CD163hi MERTKhi
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Macrophage_CD163hi_MERTKhi|lung	DMXL2	15	124.672364	5.943558	8.314617	COVID-19_lung	2	COVID-19	lung	Myeloid	Macrophage CD163hi MERTKhi
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Macrophage_CD163hi_MERTKhi|lung	FAM49B	80	84.092424	4.500574	7.98216	COVID-19_lung	2	COVID-19	lung	Myeloid	Macrophage CD163hi MERTKhi
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Macrophage_CD163hi_MERTKhi|lung	DOCK8	32	106.10977	5.318979	7.841063	COVID-19_lung	2	COVID-19	lung	Myeloid	Macrophage CD163hi MERTKhi
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Macrophage_CD163hi_MERTKhi|lung	SLC11A1	4	138.676221	6.187139	7.678759	COVID-19_lung	2	COVID-19	lung	Myeloid	Macrophage CD163hi MERTKhi
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Macrophage_CD163hi_MERTKhi|lung	ACSL1	18	120.079573	5.645837	7.664691	COVID-19_lung	2	COVID-19	lung	Myeloid	Macrophage CD163hi MERTKhi
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Macrophage_CD163hi_MERTKhi|lung	CTSB	14	125.185022	5.80458	7.661417	COVID-19_lung	2	COVID-19	lung	Myeloid	Macrophage CD163hi MERTKhi
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Macrophage_CD163hi_MERTKhi|lung	GLUL	23	116.592617	5.556979	7.64043	COVID-19_lung	2	COVID-19	lung	Myeloid	Macrophage CD163hi MERTKhi
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Macrophage_CD163hi_MERTKhi|lung	CD163	1	164.978315	6.430262	7.510466	COVID-19_lung	2	COVID-19	lung	Myeloid	Macrophage CD163hi MERTKhi
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Macrophage_CD163hi_MERTKhi|lung	DOCK2	19	119.387556	5.539792	7.434403	COVID-19_lung	2	COVID-19	lung	Myeloid	Macrophage CD163hi MERTKhi
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Macrophage_CD163hi_MERTKhi|lung	PTPRC	53	93.789708	4.713549	6.912381	COVID-19_lung	2	COVID-19	lung	Myeloid	Macrophage CD163hi MERTKhi
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Macrophage_CD163hi_MERTKhi|lung	LYN	82	83.637146	4.16609	6.751351	COVID-19_lung	2	COVID-19	lung	Myeloid	Macrophage CD163hi MERTKhi
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Macrophage_CD163hi_MERTKhi|lung	RGL1	50	97.30596	4.536505	6.710884	COVID-19_lung	2	COVID-19	lung	Myeloid	Macrophage CD163hi MERTKhi
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Macrophage_CD163hi_MERTKhi|lung	MRC1	9	127.935061	5.384521	6.659402	COVID-19_lung	2	COVID-19	lung	Myeloid	Macrophage CD163hi MERTKhi
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Macrophage_CD163hi_MERTKhi|lung	TBXAS1	29	110.270599	4.91345	6.625393	COVID-19_lung	2	COVID-19	lung	Myeloid	Macrophage CD163hi MERTKhi
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Macrophage_CD163hi_MERTKhi|lung	KCNMA1	7	133.665637	5.397832	6.570667	COVID-19_lung	2	COVID-19	lung	Myeloid	Macrophage CD163hi MERTKhi
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Macrophage_CD163hi_MERTKhi|lung	SLCO2B1	5	138.162612	5.389533	6.551342	COVID-19_lung	2	COVID-19	lung	Myeloid	Macrophage CD163hi MERTKhi
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Macrophage_CD163hi_MERTKhi|lung	DOCK10	54	93.774475	4.466065	6.52582	COVID-19_lung	2	COVID-19	lung	Myeloid	Macrophage CD163hi MERTKhi
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Macrophage_CD163hi_MERTKhi|lung	FYB1	26	114.550586	4.961823	6.502908	COVID-19_lung	2	COVID-19	lung	Myeloid	Macrophage CD163hi MERTKhi
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Macrophage_CD163hi_MERTKhi|lung	KYNU	6	137.966973	5.355778	6.477799	COVID-19_lung	2	COVID-19	lung	Myeloid	Macrophage CD163hi MERTKhi
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Macrophage_CD163hi_MERTKhi|lung	SRGN	22	118.239543	5.010759	6.468146	COVID-19_lung	2	COVID-19	lung	Myeloid	Macrophage CD163hi MERTKhi
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Macrophage_CD163hi_MERTKhi|lung	TYMP	44	100.645918	4.519761	6.404436	COVID-19_lung	2	COVID-19	lung	Myeloid	Macrophage CD163hi MERTKhi
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Macrophage_CD163hi_MERTKhi|lung	RAB31	92	81.050578	3.904061	6.307317	COVID-19_lung	2	COVID-19	lung	Myeloid	Macrophage CD163hi MERTKhi
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Macrophage_CD163hi_MERTKhi|lung	GRB2	67	88.518449	4.062485	6.170595	COVID-19_lung	2	COVID-19	lung	Myeloid	Macrophage CD163hi MERTKhi
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Macrophage_CD163hi_MERTKhi|lung	VAV3	61	90.826898	4.151652	6.00527	COVID-19_lung	2	COVID-19	lung	Myeloid	Macrophage CD163hi MERTKhi
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Macrophage_CD163hi_MERTKhi|lung	MS4A6A	2	148.961816	5.1653	5.986322	COVID-19_lung	2	COVID-19	lung	Myeloid	Macrophage CD163hi MERTKhi
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Macrophage_CD163hi_MERTKhi|lung	BMP2K	88	82.560199	3.779876	5.905085	COVID-19_lung	2	COVID-19	lung	Myeloid	Macrophage CD163hi MERTKhi
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Macrophage_CD163hi_MERTKhi|lung	SAMSN1	20	119.116735	4.731143	5.893902	COVID-19_lung	2	COVID-19	lung	Myeloid	Macrophage CD163hi MERTKhi
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Macrophage_CD163hi_MERTKhi|lung	MERTK	11	126.105775	4.661503	5.7018	COVID-19_lung	2	COVID-19	lung	Myeloid	Macrophage CD163hi MERTKhi
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Macrophage_CD163hi_MERTKhi|lung	EPB41L3	60	92.485087	3.959737	5.62264	COVID-19_lung	2	COVID-19	lung	Myeloid	Macrophage CD163hi MERTKhi
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Macrophage_CD163hi_MERTKhi|lung	IQGAP2	73	86.569625	3.888542	5.603721	COVID-19_lung	2	COVID-19	lung	Myeloid	Macrophage CD163hi MERTKhi
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Macrophage_CD163hi_MERTKhi|lung	PRKAG2	94	80.51224	3.610365	5.568502	COVID-19_lung	2	COVID-19	lung	Myeloid	Macrophage CD163hi MERTKhi
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Macrophage_CD163hi_MERTKhi|lung	CIITA	58	93.05319	3.915119	5.493621	COVID-19_lung	2	COVID-19	lung	Myeloid	Macrophage CD163hi MERTKhi
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Macrophage_CD163hi_MERTKhi|lung	PIK3R5	33	105.71481	4.210072	5.465631	COVID-19_lung	2	COVID-19	lung	Myeloid	Macrophage CD163hi MERTKhi
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Macrophage_CD163hi_MERTKhi|lung	FAM49A	43	101.088969	3.976751	5.266584	COVID-19_lung	2	COVID-19	lung	Myeloid	Macrophage CD163hi MERTKhi
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Macrophage_CD163hi_MERTKhi|lung	LCP2	45	99.79986	3.957369	5.256219	COVID-19_lung	2	COVID-19	lung	Myeloid	Macrophage CD163hi MERTKhi
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Macrophage_CD163hi_MERTKhi|lung	SMAP2	63	90.034786	3.728249	5.223695	COVID-19_lung	2	COVID-19	lung	Myeloid	Macrophage CD163hi MERTKhi
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Macrophage_CD163hi_MERTKhi|lung	MSR1	17	120.974479	4.326592	5.209666	COVID-19_lung	2	COVID-19	lung	Myeloid	Macrophage CD163hi MERTKhi
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Macrophage_CD163hi_MERTKhi|lung	TLR2	24	115.390822	4.173542	5.18198	COVID-19_lung	2	COVID-19	lung	Myeloid	Macrophage CD163hi MERTKhi
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Macrophage_CD163hi_MERTKhi|lung	NPL	30	108.674193	4.050791	5.152807	COVID-19_lung	2	COVID-19	lung	Myeloid	Macrophage CD163hi MERTKhi
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Macrophage_CD163hi_MERTKhi|lung	STAB1	12	125.969765	4.338196	5.132979	COVID-19_lung	2	COVID-19	lung	Myeloid	Macrophage CD163hi MERTKhi
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Macrophage_CD163hi_MERTKhi|lung	GK	46	99.007834	3.861556	5.093701	COVID-19_lung	2	COVID-19	lung	Myeloid	Macrophage CD163hi MERTKhi
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Macrophage_CD163hi_MERTKhi|lung	TBC1D14	84	83.519631	3.388318	4.919184	COVID-19_lung	2	COVID-19	lung	Myeloid	Macrophage CD163hi MERTKhi
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Macrophage_CD163hi_MERTKhi|lung	MYO1F	74	86.394515	3.492774	4.821821	COVID-19_lung	2	COVID-19	lung	Myeloid	Macrophage CD163hi MERTKhi
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Macrophage_CD163hi_MERTKhi|lung	SLC16A10	25	115.325634	4.035021	4.816927	COVID-19_lung	2	COVID-19	lung	Myeloid	Macrophage CD163hi MERTKhi
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Macrophage_CD163hi_MERTKhi|lung	SIGLEC1	10	126.669658	4.053115	4.740772	COVID-19_lung	2	COVID-19	lung	Myeloid	Macrophage CD163hi MERTKhi
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Macrophage_CD163hi_MERTKhi|lung	ALOX5	34	104.945294	3.729062	4.662157	COVID-19_lung	2	COVID-19	lung	Myeloid	Macrophage CD163hi MERTKhi
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Macrophage_CD163hi_MERTKhi|lung	SYK	75	86.1895	3.329282	4.604487	COVID-19_lung	2	COVID-19	lung	Myeloid	Macrophage CD163hi MERTKhi
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Macrophage_CD163hi_MERTKhi|lung	AOAH	98	79.581424	3.2526	4.496108	COVID-19_lung	2	COVID-19	lung	Myeloid	Macrophage CD163hi MERTKhi
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Macrophage_CD163hi_MERTKhi|lung	MARCH1	28	111.760197	3.671107	4.435317	COVID-19_lung	2	COVID-19	lung	Myeloid	Macrophage CD163hi MERTKhi
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Macrophage_CD163hi_MERTKhi|lung	FCGR2A	16	121.573999	3.758616	4.400752	COVID-19_lung	2	COVID-19	lung	Myeloid	Macrophage CD163hi MERTKhi
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Macrophage_CD163hi_MERTKhi|lung	TFEC	27	113.059265	3.62234	4.345775	COVID-19_lung	2	COVID-19	lung	Myeloid	Macrophage CD163hi MERTKhi
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Macrophage_CD163hi_MERTKhi|lung	SLC1A3	48	98.890092	3.414706	4.259356	COVID-19_lung	2	COVID-19	lung	Myeloid	Macrophage CD163hi MERTKhi
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Macrophage_CD163hi_MERTKhi|lung	SLA	57	93.447902	3.303528	4.24857	COVID-19_lung	2	COVID-19	lung	Myeloid	Macrophage CD163hi MERTKhi
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Macrophage_CD163hi_MERTKhi|lung	ATP8B4	21	118.719045	3.603658	4.200085	COVID-19_lung	2	COVID-19	lung	Myeloid	Macrophage CD163hi MERTKhi
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Macrophage_CD163hi_MERTKhi|lung	TGFBI	38	102.233026	3.226476	3.914869	COVID-19_lung	2	COVID-19	lung	Myeloid	Macrophage CD163hi MERTKhi
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Macrophage_CD163hi_MERTKhi|lung	ADAP2	37	102.81817	3.214118	3.914336	COVID-19_lung	2	COVID-19	lung	Myeloid	Macrophage CD163hi MERTKhi
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Macrophage_CD163hi_MERTKhi|lung	PLAUR	90	81.859683	2.903147	3.886136	COVID-19_lung	2	COVID-19	lung	Myeloid	Macrophage CD163hi MERTKhi
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Macrophage_CD163hi_MERTKhi|lung	MXD1	79	84.204406	2.921542	3.879617	COVID-19_lung	2	COVID-19	lung	Myeloid	Macrophage CD163hi MERTKhi
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Macrophage_CD163hi_MERTKhi|lung	KCNE1	70	87.954169	3.010853	3.858806	COVID-19_lung	2	COVID-19	lung	Myeloid	Macrophage CD163hi MERTKhi
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Macrophage_CD163hi_MERTKhi|lung	HAVCR2	59	92.537593	3.041024	3.841566	COVID-19_lung	2	COVID-19	lung	Myeloid	Macrophage CD163hi MERTKhi
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Macrophage_CD163hi_MERTKhi|lung	FGD2	31	106.725929	3.215351	3.838248	COVID-19_lung	2	COVID-19	lung	Myeloid	Macrophage CD163hi MERTKhi
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Macrophage_CD163hi_MERTKhi|lung	NCKAP1L	77	84.796925	2.877265	3.760548	COVID-19_lung	2	COVID-19	lung	Myeloid	Macrophage CD163hi MERTKhi
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Macrophage_CD163hi_MERTKhi|lung	LAPTM5	86	83.182953	2.852355	3.71746	COVID-19_lung	2	COVID-19	lung	Myeloid	Macrophage CD163hi MERTKhi
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Macrophage_CD163hi_MERTKhi|lung	PIK3AP1	55	93.510111	2.935655	3.632127	COVID-19_lung	2	COVID-19	lung	Myeloid	Macrophage CD163hi MERTKhi
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Macrophage_CD163hi_MERTKhi|lung	ITGAX	65	89.16311	2.871626	3.588167	COVID-19_lung	2	COVID-19	lung	Myeloid	Macrophage CD163hi MERTKhi
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Macrophage_CD163hi_MERTKhi|lung	RAB20	93	80.655982	2.657129	3.512583	COVID-19_lung	2	COVID-19	lung	Myeloid	Macrophage CD163hi MERTKhi
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Macrophage_CD163hi_MERTKhi|lung	RASSF4	91	81.655726	2.675102	3.501411	COVID-19_lung	2	COVID-19	lung	Myeloid	Macrophage CD163hi MERTKhi
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Macrophage_CD163hi_MERTKhi|lung	EMILIN2	42	101.476257	2.875446	3.417123	COVID-19_lung	2	COVID-19	lung	Myeloid	Macrophage CD163hi MERTKhi
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Macrophage_CD163hi_MERTKhi|lung	SNX10	95	80.047485	2.604496	3.392367	COVID-19_lung	2	COVID-19	lung	Myeloid	Macrophage CD163hi MERTKhi
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Macrophage_CD163hi_MERTKhi|lung	CLEC7A	41	101.771267	2.859686	3.382172	COVID-19_lung	2	COVID-19	lung	Myeloid	Macrophage CD163hi MERTKhi
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Macrophage_CD163hi_MERTKhi|lung	GPR137B	100	79.372333	2.479689	3.233352	COVID-19_lung	2	COVID-19	lung	Myeloid	Macrophage CD163hi MERTKhi
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Macrophage_CD163hi_MERTKhi|lung	CPVL	51	96.284091	2.69461	3.221193	COVID-19_lung	2	COVID-19	lung	Myeloid	Macrophage CD163hi MERTKhi
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Macrophage_CD163hi_MERTKhi|lung	HCK	68	88.384907	2.601756	3.191768	COVID-19_lung	2	COVID-19	lung	Myeloid	Macrophage CD163hi MERTKhi
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Macrophage_CD163hi_MERTKhi|lung	FPR3	49	98.129352	2.604041	3.041233	COVID-19_lung	2	COVID-19	lung	Myeloid	Macrophage CD163hi MERTKhi
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Macrophage_CD163hi_MERTKhi|lung	CD86	39	102.123314	2.574244	2.95838	COVID-19_lung	2	COVID-19	lung	Myeloid	Macrophage CD163hi MERTKhi
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Macrophage_CD163hi_MERTKhi|lung	CYTH4	56	93.473502	2.456147	2.893322	COVID-19_lung	2	COVID-19	lung	Myeloid	Macrophage CD163hi MERTKhi
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Macrophage_CD163hi_MERTKhi|lung	WDFY4	81	83.648319	2.325034	2.860527	COVID-19_lung	2	COVID-19	lung	Myeloid	Macrophage CD163hi MERTKhi
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Macrophage_CD163hi_MERTKhi|lung	CMKLR1	76	85.15285	2.288157	2.762839	COVID-19_lung	2	COVID-19	lung	Myeloid	Macrophage CD163hi MERTKhi
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Macrophage_CD163hi_MERTKhi|lung	TRPM2	40	101.835918	2.42641	2.757172	COVID-19_lung	2	COVID-19	lung	Myeloid	Macrophage CD163hi MERTKhi
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Macrophage_CD163hi_MERTKhi|lung	MS4A4A	62	90.12587	2.308376	2.73221	COVID-19_lung	2	COVID-19	lung	Myeloid	Macrophage CD163hi MERTKhi
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Macrophage_CD163hi_MERTKhi|lung	AQP9	85	83.309471	2.24056	2.723934	COVID-19_lung	2	COVID-19	lung	Myeloid	Macrophage CD163hi MERTKhi
